CustomerID,CategoryID
846,1
849,6
849,5
852,10
853,1
856,9
862,0
862,1
862,8
864,2
865,6
866,9
866,10
867,7
871,4
872,6
874,9
874,2
878,3
878,1
879,10
885,4
887,6
887,0
888,2
889,3
889,5
889,9
892,8
893,10
895,1
898,8
898,10
900,9
901,5
901,8
909,3
924,2
929,4
931,4
931,5
934,6
935,1
937,8
943,7
944,5
947,8
950,9
951,5
954,1
956,4
956,5
960,0
963,4
964,4
966,1
967,5
971,10
972,3
974,0
974,10
975,3
978,4
983,7
983,4
983,9
984,7
986,7
987,4
988,4
989,1
990,9
991,7
991,2
992,7
995,7
996,0
997,4
1000,1
1002,6
1002,9
1007,1
1008,1
1016,2
1018,5
1019,8
1021,10
1021,8
1021,4
1021,5
1028,8
1030,2
1030,3
1030,8
1034,8
1034,3
1035,10
1036,6
1046,9
1050,3
1051,9
1055,8
1059,4
1059,6
1061,7
1063,9
1064,0
1068,2
1077,1
1079,8
1084,9
1090,10
1091,3
1093,3
1094,1
1097,4
1100,6
1100,8
1101,9
1103,6
1105,9
1107,4
1107,1
1110,5
1111,9
1114,4
1115,7
1116,6
1116,4
1117,8
1118,7
1122,1
1122,8
1125,8
1126,0
1127,5
1128,9
1129,6
1132,1
1134,4
1135,4
1136,3
1138,2
1139,0
1140,7
1141,9
1141,8
1142,8
1143,7
1146,6
1148,10
1150,2
1150,7
1153,5
1153,8
1154,5
1156,2
1161,1
1161,3
1162,4
1167,4
1168,7
1168,2
1171,9
1171,1
1174,0
1179,9
1182,1
1182,7
1187,5
1188,8
1188,10
1189,3
1192,7
1196,7
1196,2
1197,2
1200,3
1201,5
1201,6
1201,0
1202,5
1207,7
1211,10
1212,8
1214,9
1215,8
1216,2
1217,3
1218,8
1221,7
1225,4
1226,9
1227,4
1229,1
1234,0
1237,6
1239,4
1240,6
1242,5
1242,1
1248,10
1250,8
1253,10
1253,8
1253,2
1254,5
1255,7
1261,2
1264,8
1265,7
1266,10
1266,9
1267,7
1269,3
1272,4
1272,6
1272,9
1274,9
1274,4
1279,3
1284,7
1286,3
1288,2
1288,7
1295,8
1297,2
1297,7
1299,6
1302,5
1304,0
1305,3
1305,0
1310,8
1312,8
1315,3
1317,0
1317,4
1323,5
1325,8
1325,0
1330,10
1332,3
1333,0
1333,2
1335,5
1337,5
1338,5
1340,0
1341,10
1341,8
1348,10
1348,8
1352,8
1352,0
1352,6
1356,7
1356,10
1359,9
1362,3
1364,6
1365,0
1366,7
1368,10
1378,0
1379,4
1380,1
1382,6
1383,8
1383,10
1385,6
1386,7
1387,6
1388,9
1389,9
1395,0
1396,10
1398,1
1398,9
1398,2
1400,8
1401,8
1402,1
1404,3
1405,9
1410,3
1411,9
1413,5
1413,4
1413,8
1417,10
1419,10
1424,1
1427,10
1431,9
1433,10
1434,4
1436,3
1437,8
1438,9
1439,4
1442,6
1443,3
1444,5
1445,2
1447,8
1453,8
1454,4
1456,6
1460,1
1460,5
1461,2
1463,8
1467,7
1469,6
1470,7
1470,1
1476,7
1477,8
1477,9
1481,6
1481,7
1482,2
1484,8
1489,3
1489,9
1489,10
1493,3
1497,10
1497,8
1500,7
1501,3
1511,7
1513,7
1513,6
1516,7
1517,7
1521,1
1526,2
1528,3
1530,2
1531,1
1532,1
1533,4
1535,6
1536,4
1537,5
1540,10
1541,4
1543,10
1551,8
1552,9
1554,6
1557,5
1558,9
1558,6
1559,7
1562,6
1564,6
1564,2
1564,4
1566,2
1567,2
1567,10
1567,8
1567,7
1574,7
1576,10
1580,8
1583,6
1584,5
1585,3
1585,5
1588,5
1591,2
1591,8
1593,7
1595,10
1598,4
1598,6
1599,10
1602,1
1605,0
1605,2
1608,2
1609,0
1611,4
1611,2
1612,5
1614,1
1621,2
1623,10
1628,0
1628,4
1633,1
1635,4
1638,5
1638,4
1643,8
1644,10
1645,7
1649,2
1650,6
1652,6
1655,7
1656,9
1656,1
1658,1
1660,0
1661,4
1663,1
1664,2
1667,8
1668,3
1670,7
1672,7
1673,5
1677,10
1683,4
1689,2
1691,5
1692,2
1693,10
1696,10
1697,7
1702,6
1708,10
1710,9
1713,7
1715,10
1715,5
1718,9
1724,0
1726,8
1726,0
1728,6
1732,2
1735,10
1737,5
1739,0
1740,2
1746,2
1746,5
1747,8
1748,0
1749,4
1753,5
1755,1
1758,7
1759,9
1759,7
1761,5
1762,9
1768,1
1769,5
1770,0
1775,7
1776,3
1779,0
1783,5
1785,9
1785,5
1786,7
1786,10
1787,0
1787,4
1790,6
1791,8
1791,5
1794,9
1794,2
1800,4
1803,4
1805,10
1807,1
1807,0
1808,3
1810,3
1812,3
1814,5
1818,4
1821,7
1822,10
1824,6
1825,7
1825,4
1825,8
1826,10
1827,8
1830,3
1831,5
1832,10
1836,8
1837,9
1839,9
1839,6
1844,1
1845,8
1845,4
1851,7
1851,6
1851,2
1853,1
1854,4
1854,0
1857,5
1858,10
1860,5
1863,4
1866,10
1867,5
1870,4
1872,7
1875,5
1875,2
1876,6
1878,10
1879,1
1882,0
1885,10
1886,2
1886,7
1889,3
1895,2
1895,6
1896,9
1897,5
1900,2
1901,10
1905,9
1905,1
1907,3
1907,7
1911,5
1916,3
1918,1
1920,10
1921,1
1923,5
1923,0
1925,8
1925,10
1928,9
1934,4
1935,3
1937,5
1938,3
1946,0
1946,6
1946,4
1948,9
1952,5
1953,9
1955,4
1956,4
1956,6
1958,6
1960,8
1967,4
1968,8
1969,6
1972,3
1974,10
1975,1
1976,8
1977,8
1977,9
1979,8
1980,4
1984,1
1986,8
1987,1
1991,9
1991,5
1994,0
1995,7
1999,6
1999,2
1999,10
2001,1
2004,7
2006,1
2009,1
2011,10
2015,2
2017,5
2017,6
2019,0
2022,8
2023,3
2026,5
2029,7
2034,7
2036,1
2038,0
2043,6
2045,7
2047,4
2047,8
2049,10
2050,4
2051,8
2054,3
2059,9
2065,7
2065,3
2071,10
2075,6
2077,0
2077,1
2081,4
2082,0
2086,7
2086,10
2090,9
2092,7
2092,5
2093,8
2097,7
2098,10
2101,6
2101,5
2104,8
2108,5
2111,9
2112,9
2116,8
2123,2
2123,8
2124,2
2125,4
2129,4
2131,4
2132,9
2133,7
2135,4
2140,5
2141,2
2142,6
2145,1
2145,4
2145,10
2146,3
2147,9
2148,8
2151,4
2152,6
2154,9
2158,8
2159,0
2161,10
2166,2
2168,2
2169,4
2171,1
2173,6
2176,6
2177,7
2184,10
2184,5
2185,0
2186,5
2187,4
2190,3
2194,3
2196,2
2197,2
2198,6
2203,9
2205,8
2205,5
2205,3
2214,10
2217,7
2218,8
2218,6
2220,0
2222,4
2224,8
2230,2
2232,1
2232,10
2233,7
2234,6
2234,1
2237,6
2239,2
2240,1
2240,9
2242,3
2243,5
2246,7
2250,3
2251,5
2252,7
2258,4
2259,3
2261,10
2262,8
2269,0
2272,6
2274,1
2276,8
2276,10
2277,0
2277,2
2277,1
2281,0
2283,6
2283,5
2284,6
2287,0
2288,5
2290,0
2293,3
2299,0
2304,8
2305,3
2307,10
2308,4
2308,6
2309,2
2310,7
2312,4
2312,0
2313,5
2315,9
2316,6
2322,10
2325,10
2329,10
2331,6
2341,4
2341,7
2341,10
2341,3
2346,9
2350,6
2351,5
2353,8
2354,2
2356,9
2360,6
2361,5
2372,9
2377,5
2378,2
2380,3
2380,5
2389,5
2390,10
2391,5
2393,8
2393,9
2394,5
2403,0
2404,10
2404,2
2406,1
2406,0
2409,6
2412,8
2413,0
2413,2
2415,7
2415,0
2421,5
2421,6
2422,0
2423,5
2423,9
2425,10
2426,6
2429,2
2430,6
2434,7
2435,2
2438,6
2438,5
2439,10
2439,9
2442,3
2442,4
2448,1
2450,6
2452,2
2454,2
2454,8
2455,8
2460,1
2461,9
2463,0
2464,2
2467,8
2470,6
2471,9
2472,5
2472,7
2476,2
2477,6
2477,0
2477,4
2480,4
2481,1
2482,0
2482,3
2483,7
2484,6
2485,4
2488,10
2490,3
2500,6
2500,7
2502,3
2508,0
2509,0
2509,10
2515,1
2517,7
2518,6
2522,3
2524,0
2526,6
2528,8
2529,1
2532,1
2534,7
2536,5
2536,4
2540,6
2541,6
2544,4
2545,6
2546,2
2546,8
2548,6
2550,0
2551,0
2552,3
2552,8
2556,2
2558,3
2563,1
2564,7
2567,4
2567,0
2570,9
2570,2
2574,4
2575,3
2575,5
2577,7
2581,2
2582,8
2583,3
2583,6
2587,8
2588,9
2589,9
2592,2
2593,1
2594,2
2598,6
2599,5
2601,4
2602,6
2603,7
2604,10
2605,2
2608,5
2609,5
2610,3
2610,5
2611,1
2614,10
2617,1
2618,6
2619,3
2621,9
2626,3
2627,1
2629,10
2629,4
2629,3
2630,8
2630,10
2640,5
2641,8
2641,9
2642,1
2646,9
2650,8
2651,2
2653,7
2657,0
2658,1
2661,9
2661,6
2661,8
2662,0
2664,1
2664,10
2665,1
2665,9
2666,3
2668,2
2669,6
2670,6
2670,5
2672,10
2679,0
2681,3
2682,5
2683,0
2684,6
2684,3
2686,10
2687,4
2688,2
2689,9
2689,1
2692,10
2695,10
2695,7
2697,7
2700,10
2701,4
2703,9
2704,7
2705,10
2713,3
2715,0
2715,7
2717,1
2718,8
2719,8
2723,9
2726,8
2727,6
2727,1
2728,2
2730,1
2730,5
2731,5
2731,9
2736,2
2736,8
2738,6
2742,2
2749,0
2750,8
2750,7
2754,9
2755,4
2756,7
2756,0
2756,4
2760,9
2764,5
2767,10
2767,8
2768,4
2768,1
2769,4
2771,2
2773,7
2774,7
2775,3
2776,10
2780,10
2780,1
2781,9
2782,3
2786,6
2786,10
2788,9
2793,5
2794,8
2794,6
2796,10
2797,0
2799,0
2802,6
2804,10
2806,2
2808,3
2808,7
2810,5
2814,10
2821,0
2822,10
2826,3
2831,10
2836,3
2839,8
2840,9
2841,7
2841,9
2841,1
2842,2
2843,10
2844,8
2850,4
2851,3
2852,8
2854,4
2855,0
2860,5
2861,3
2868,8
2868,2
2869,9
2871,6
2871,10
2874,2
2875,7
2877,0
2878,0
2879,10
2883,7
2883,5
2886,0
2886,7
2888,4
2889,10
2889,9
2889,3
2891,1
2892,9
2893,3
2898,4
2902,7
2902,6
2902,0
2904,4
2904,3
2909,0
2910,7
2910,3
2912,6
2914,6
2919,2
2919,8
2920,3
2920,7
2924,1
2927,8
2929,4
2941,4
2943,2
2943,1
2944,9
2946,6
2947,5
2948,5
2952,4
2953,2
2955,1
2957,6
2957,2
2958,8
2959,9
2963,5
2966,6
2969,10
2970,4
2972,6
2972,9
2973,5
2973,8
2975,7
2976,7
2986,4
2986,6
2990,4
2990,9
2991,9
2993,6
2996,10
2997,1
3000,9
3001,3
3002,1
3003,4
3003,6
3004,4
3004,3
3005,1
3010,0
3011,9
3013,10
3018,3
3021,8
3021,2
3025,6
3026,3
3028,0
3029,8
3029,4
3031,10
3032,1
3036,1
3038,6
3045,3
3046,9
3047,4
3047,1
3050,6
3054,10
3056,2
3059,2
3061,10
3063,5
3063,0
3070,4
3071,0
3071,9
3073,10
3076,6
3077,2
3078,10
3082,1
3082,5
3083,2
3084,10
3085,9
3092,0
3093,6
3094,8
3095,4
3096,9
3098,10
3099,3
3099,4
3101,6
3105,5
3107,6
3112,10
3114,5
3116,10
3119,3
3119,0
3122,6
3122,8
3128,9
3128,1
3129,9
3130,6
3140,6
3141,5
3141,8
3142,10
3144,0
3147,10
3149,4
3149,8
3155,5
3156,5
3156,0
3157,3
3162,10
3165,5
3166,1
3170,4
3172,9
3178,5
3178,2
3179,7
3182,3
3187,0
3188,2
3192,4
3193,6
3198,6
3199,0
3200,3
3200,7
3201,1
3201,7
3202,2
3202,0
3207,1
3208,0
3213,10
3213,1
3214,6
3216,1
3218,5
3220,4
3224,0
3225,9
3226,8
3227,7
3229,6
3231,10
3235,2
3237,7
3241,2
3241,9
3244,5
3245,5
3246,3
3250,10
3254,0
3264,10
3264,6
3264,9
3264,8
3265,1
3266,3
3266,4
3267,0
3267,4
3268,5
3270,2
3270,5
3273,9
3273,4
3275,3
3276,0
3279,2
3280,4
3280,7
3281,2
3282,6
3283,4
3288,6
3288,2
3289,1
3290,4
3290,7
3291,2
3294,0
3298,5
3299,6
3299,8
3300,4
3301,1
3301,4
3301,10
3302,5
3303,7
3304,8
3310,1
3312,6
3313,9
3313,7
3318,2
3319,1
3319,10
3321,4
3322,0
3323,10
3324,10
3327,9
3329,2
3335,0
3337,7
3338,7
3340,9
3340,0
3342,7
3343,1
3345,6
3351,9
3352,7
3355,5
3355,1
3355,10
3356,4
3357,2
3361,7
3361,6
3362,10
3362,6
3363,6
3367,2
3368,6
3369,1
3370,2
3371,4
3373,10
3374,1
3375,9
3379,7
3379,2
3381,0
3384,2
3385,0
3386,1
3386,2
3387,8
3388,8
3390,9
3391,8
3393,8
3395,0
3396,9
3401,0
3402,3
3403,10
3407,2
3408,3
3410,6
3413,1
3423,4
3424,4
3424,10
3425,9
3425,8
3426,1
3427,1
3433,5
3434,2
3434,9
3437,9
3438,3
3443,1
3447,3
3448,6
3450,10
3451,6
3452,4
3456,8
3461,9
3464,5
3464,8
3466,6
3466,2
3467,4
3467,9
3468,4
3470,6
3473,5
3475,6
3477,3
3478,10
3484,2
3485,2
3485,4
3486,3
3491,6
3491,3
3492,8
3496,9
3506,10
3506,1
3507,5
3507,1
3507,4
3508,6
3509,7
3513,4
3513,7
3513,9
3514,4
3515,4
3517,10
3518,10
3520,5
3521,3
3524,1
3525,6
3529,8
3532,4
3534,9
3534,8
3534,6
3537,2
3538,9
3539,6
3541,7
3541,1
3541,4
3542,5
3543,3
3544,0
3546,3
3547,6
3547,5
3549,3
3549,1
3551,9
3557,5
3560,4
3563,2
3564,1
3567,4
3569,2
3571,1
3571,8
3577,10
3581,2
3581,1
3582,10
3582,9
3585,5
3588,4
3590,1
3591,9
3592,8
3593,5
3595,7
3599,3
3599,2
3600,8
3601,6
3609,0
3610,2
3610,1
3611,3
3613,8
3614,1
3618,6
3619,1
3619,8
3621,9
3622,9
3622,8
3623,4
3624,7
3625,2
3626,7
3626,9
3629,8
3632,10
3633,9
3634,1
3634,6
3643,2
3646,2
3649,5
3650,5
3651,3
3653,4
3653,9
3654,9
3656,10
3659,6
3664,1
3665,3
3667,7
3669,3
3669,8
3671,3
3671,7
3672,2
3672,6
3673,1
3673,2
3676,5
3678,6
3679,10
3683,10
3684,4
3687,10
3687,0
3689,10
3689,1
3690,4
3692,8
3695,6
3695,0
3696,2
3699,7
3699,0
3701,9
3708,2
3710,8
3714,1
3715,3
3716,6
3718,8
3718,7
3719,4
3720,0
3722,1
3722,2
3726,10
3732,5
3735,1
3736,6
3737,8
3739,0
3740,6
3741,9
3744,7
3748,6
3749,5
3749,8
3750,2
3751,1
3752,6
3756,3
3758,0
3759,9
3761,8
3762,2
3763,1
3768,5
3770,5
3774,2
3777,8
3779,1
3780,7
3781,8
3782,5
3782,8
3785,10
3786,2
3787,5
3788,9
3790,7
3791,0
3791,3
3795,6
3795,10
3798,2
3798,6
3799,0
3804,2
3804,7
3805,7
3807,8
3809,4
3809,5
3810,8
3814,4
3816,1
3819,2
3821,6
3822,10
3822,9
3827,0
3832,5
3832,1
3832,7
3833,9
3835,9
3835,2
3836,9
3838,10
3839,6
3839,7
3841,5
3847,3
3847,7
3850,9
3853,5
3853,2
3854,8
3855,4
3855,8
3857,2
3861,5
3862,1
3864,1
3864,9
3865,10
3865,2
3873,1
3874,9
3878,10
3879,0
3880,1
3882,1
3889,0
3895,7
3896,4
3897,2
3897,0
3900,3
3901,9
3902,5
3903,2
3903,6
3904,5
3905,2
3908,4
3916,9
3917,9
3919,4
3920,5
3922,8
3923,4
3923,1
3924,6
3925,2
3928,1
3928,8
3929,1
3932,4
3932,2
3933,10
3934,0
3935,4
3939,3
3940,9
3940,5
3940,6
3941,1
3946,0
3947,3
3947,4
3951,6
3953,10
3958,9
3959,1
3959,7
3962,2
3966,7
3968,7
3969,0
3972,1
3972,0
3975,4
3975,5
3975,0
3978,9
3978,1
3979,2
3982,10
3985,7
3987,10
3988,9
3989,9
3994,10
3995,0
3996,2
3997,1
3998,5
3999,10
4007,3
4007,6
4008,10
4010,2
4011,8
4013,4
4015,3
4016,4
4017,7
4018,7
4018,4
4019,9
4023,8
4023,0
4026,3
4027,1
4028,6
4030,0
4037,7
4039,8
4040,2
4044,3
4045,6
4045,10
4046,5
4046,10
4047,9
4048,10
4051,4
4055,10
4057,4
4058,7
4059,9
4060,7
4061,5
4061,9
4062,7
4062,9
4063,0
4066,10
4067,8
4070,10
4071,2
4075,7
4075,0
4077,3
4078,2
4080,1
4081,9
4082,0
4087,5
4090,1
4092,3
4092,8
4094,10
4095,2
4095,4
4100,4
4101,6
4102,8
4103,9
4104,7
4107,10
4108,7
4110,8
4110,6
4111,9
4115,0
4116,6
4118,7
4122,1
4123,6
4124,9
4126,4
4126,10
4126,7
4127,0
4130,2
4131,10
4136,10
4137,5
4141,0
4143,8
4145,10
4145,4
4146,10
4148,8
4148,5
4148,2
4149,8
4150,1
4151,7
4151,8
4151,0
4159,7
4159,4
4159,8
4159,1
4160,5
4160,9
4162,7
4167,8
4167,7
4167,6
4168,0
4176,10
4177,8
4179,6
4180,3
4180,2
4184,0
4184,8
4184,6
4188,2
4188,9
4189,10
4190,4
4194,2
4195,8
4196,5
4200,2
4202,10
4204,5
4204,0
4204,2
4205,9
4206,5
4207,2
4207,3
4208,3
4209,9
4209,7
4211,1
4211,4
4212,3
4216,1
4216,8
4217,0
4219,3
4220,7
4220,5
4224,6
4225,9
4228,3
4228,9
4228,4
4231,9
4231,3
4232,1
4232,3
4233,4
4234,3
4235,3
4240,2
4241,8
4243,0
4244,4
4244,10
4257,1
4259,7
4261,1
4263,9
4267,7
4268,2
4269,8
4270,5
4274,4
4278,1
4279,5
4282,6
4283,2
4288,6
4289,9
4290,4
4290,10
4291,6
4294,9
4296,8
4296,6
4297,8
4298,1
4298,5
4299,5
4305,8
4306,6
4308,9
4308,6
4311,2
4311,4
4314,4
4314,7
4315,5
4316,7
4325,1
4325,9
4326,5
4328,9
4328,2
4328,6
4330,6
4331,9
4331,7
4332,1
4334,9
4336,10
4341,2
4342,8
4343,0
4344,9
4348,9
4350,10
4351,0
4351,9
4355,0
4357,8
4358,7
4363,0
4365,8
4371,4
4374,8
4375,9
4377,6
4377,7
4378,6
4380,8
4380,4
4381,6
4383,5
4387,8
4387,9
4388,4
4394,2
4395,2
4396,0
4397,1
4397,4
4402,9
4404,5
4410,2
4413,8
4414,7
4415,3
4420,6
4421,8
4423,0
4425,7
4425,6
4426,4
4430,6
4432,7
4435,6
4442,0
4449,6
4449,7
4453,9
4454,1
4457,10
4458,10
4459,10
4461,0
4462,3
4462,6
4463,0
4464,9
4464,2
4472,0
4472,4
4474,2
4481,6
4482,3
4483,4
4486,4
4487,3
4488,7
4490,3
4492,1
4496,10
4501,2
4502,8
4503,5
4508,2
4509,5
4509,9
4510,6
4511,6
4515,3
4516,5
4517,2
4518,5
4518,1
4522,1
4523,0
4523,8
4525,5
4530,5
4530,3
4532,1
4533,1
4535,3
4535,8
4536,7
4540,4
4544,6
4546,7
4549,10
4549,0
4553,10
4557,5
4557,9
4561,0
4561,6
4562,3
4566,4
4567,4
4570,5
4570,10
4577,1
4577,2
4580,1
4584,8
4585,10
4586,1
4586,2
4587,7
4587,5
4590,2
4590,9
4591,5
4601,4
4601,7
4608,8
4609,9
4610,7
4610,3
4611,10
4611,5
4611,9
4618,6
4622,10
4623,7
4623,1
4624,10
4628,1
4630,1
4635,4
4637,1
4637,10
4639,7
4641,10
4643,5
4645,4
4645,0
4645,3
4647,5
4648,0
4652,3
4656,7
4666,5
4667,2
4668,10
4672,8
4676,2
4679,0
4681,9
4685,4
4688,2
4690,5
4691,5
4697,8
4697,0
4699,1
4700,0
4702,7
4703,0
4705,4
4707,2
4709,0
4712,8
4715,1
4717,3
4718,0
4720,8
4722,4
4722,3
4722,1
4725,1
4733,1
4734,8
4735,1
4738,2
4745,3
4746,10
4751,0
4752,8
4754,3
4755,1
4758,7
4760,8
4761,3
4762,0
4762,9
4762,7
4764,2
4773,8
4774,8
4781,7
4781,4
4781,9
4783,6
4784,3
4785,2
4799,1
4799,10
4802,7
4803,10
4806,10
4806,0
4807,10
4808,2
4812,2
4812,9
4817,7
4820,8
4820,3
4821,9
4824,5
4826,0
4827,1
4828,6
4831,1
4832,3
4834,9
4836,0
4838,9
4839,1
4842,2
4842,9
4844,10
4845,1
4846,4
4856,4
4857,3
4858,4
4863,7
4864,10
4871,8
4873,8
4875,4
4878,9
4878,7
4878,1
4879,7
4879,8
4880,8
4881,3
4881,7
4886,1
4887,5
4889,2
4889,7
4890,2
4893,9
4893,10
4895,3
4896,3
4900,4
4901,9
4901,2
4901,8
4904,6
4905,3
4909,10
4911,3
4913,8
4915,0
4917,3
4922,5
4926,1
4929,8
4932,3
4934,4
4941,9
4941,2
4942,4
4944,8
4950,8
4951,5
4951,10
4954,3
4956,6
4957,4
4957,2
4959,5
4964,8
4966,0
4968,5
4977,9
4979,0
4979,6
4981,6
4983,3
4987,2
4988,6
4989,9
4991,0
4991,3
4991,10
4994,10
4997,9
4997,3
4999,4
5000,8
5006,3
5007,2
5007,5
5008,3
5011,9
5014,8
5020,2
5022,9
5031,4
5037,6
5041,5
5042,10
5044,2
5045,7
5046,6
5046,4
5046,2
5050,3
5052,7
5053,4
5054,5
5056,6
5058,10
5060,7
5064,6
5065,0
5066,0
5066,2
5073,0
5074,5
5079,8
5083,9
5084,6
5084,7
5084,0
5086,6
5086,5
5088,8
5089,10
5091,10
5094,3
5097,4
5097,9
5102,4
5107,8
5110,6
5112,5
5117,10
5117,4
5118,7
5118,3
5122,3
5126,1
5127,8
5127,5
5129,4
5129,2
5129,7
5131,1
5134,9
5134,6
5136,9
5139,7
5146,0
5151,2
5156,2
5156,1
5158,4
5159,3
5159,7
5160,4
5160,3
5162,1
5162,10
5162,9
5163,3
5163,8
5164,4
5166,2
5168,3
5169,7
5170,6
5172,9
5172,10
5174,5
5175,5
5178,5
5180,10
5182,1
5182,9
5183,8
5183,6
5185,7
5194,5
5200,6
5202,8
5203,1
5203,3
5206,10
5207,9
5207,1
5208,4
5209,7
5209,0
5217,10
5225,3
5234,1
5235,2
5235,0
5237,6
5237,4
5237,8
5238,4
5239,4
5240,0
5241,6
5245,0
5250,10
5252,10
5253,10
5253,4
5254,4
5256,9
5256,0
5256,1
5257,1
5257,7
5257,4
5258,3
5260,9
5264,8
5277,6
5280,0
5281,9
5283,6
5286,1
5287,6
5288,10
5288,0
5295,5
5300,1
5301,8
5307,7
5308,6
5309,6
5309,4
5311,9
5311,8
5314,8
5315,3
5315,5
5318,2
5319,3
5322,6
5322,4
5322,1
5322,10
5323,10
5325,10
5325,7
5326,10
5326,1
5327,4
5331,6
5332,0
5339,5
5339,0
5340,7
5344,4
5351,2
5351,0
5354,4
5355,7
5357,2
5362,5
5363,4
5367,5
5368,9
5371,10
5372,6
5373,9
5373,6
5377,9
5377,3
5379,2
5379,3
5389,2
5390,7
5393,5
5394,10
5396,7
5399,8
5405,6
5408,7
5409,7
5409,6
5412,3
5417,0
5418,10
5419,4
5422,7
5422,8
5424,6
5424,3
5425,4
5429,2
5430,7
5432,4
5432,2
5437,0
5439,8
5444,4
5444,0
5444,3
5447,10
5447,1
5449,4
5451,4
5451,1
5454,6
5456,9
5456,8
5457,8
5459,3
5461,7
5463,9
5470,5
5471,3
5471,5
5473,4
5474,6
5477,0
5479,6
5480,0
5481,6
5490,5
5492,6
5496,6
5499,1
5505,2
5506,7
5507,4
5508,0
5508,8
5509,10
5511,5
5512,6
5513,1
5516,1
5519,9
5520,9
5521,1
5523,3
5523,9
5525,5
5526,7
5526,0
5527,7
5528,10
5529,0
5544,8
5551,6
5553,2
5554,10
5557,5
5557,4
5560,7
5561,5
5566,2
5569,3
5571,8
5573,2
5573,8
5573,10
5574,1
5574,0
5575,6
5578,3
5578,8
5578,1
5581,4
5585,0
5593,1
5593,6
5600,9
5601,7
5602,3
5603,8
5604,6
5604,1
5606,9
5606,4
5608,5
5610,3
5610,1
5612,10
5612,3
5613,9
5616,2
5616,1
5621,2
5626,0
5628,9
5636,6
5638,8
5639,5
5647,9
5647,1
5648,4
5651,0
